produto,ano,fonte,unidade_padrao,preco_mediano,preco_medio,preco_min,preco_max,n_registros,ratio_max_min
maca_fruta,2020,municipal,kg,5.76,5.5,4.99,5.76,3,1.2
maca_fruta,2021,municipal,kg,7.73,7.47,6.08,8.73,5,1.4
maca_fruta,2022,municipal,kg,5.25,6.18,5.05,9.24,16,1.8
maca_fruta,2023,municipal,kg,8.12,8.29,5.25,11.0,70,2.1
maca_fruta,2024,federal,kg,9.32,9.75,7.99,12.2,10,1.5
maca_fruta,2024,municipal,kg,8.45,8.71,6.3,11.82,72,1.9
maca_fruta,2025,federal,kg,9.73,9.63,7.04,14.0,16,2.0
maca_fruta,2025,municipal,kg,7.5,7.95,5.82,11.82,47,2.0
maca_fruta,2026,municipal,kg,5.9,6.52,5.82,9.12,21,1.6
macarrao,2019,federal,kg,9.16,9.14,3.6,17.8,36,4.9
macarrao,2019,municipal,kg,7.43,8.06,6.22,11.18,4,1.8
macarrao,2020,federal,kg,9.58,11.32,4.9,28.56,24,5.8
macarrao,2020,municipal,kg,5.94,6.95,4.54,11.36,17,2.5
macarrao,2021,federal,kg,8.8,9.16,5.76,17.96,13,3.1
macarrao,2021,municipal,kg,11.03,11.1,5.89,17.12,18,2.9
macarrao,2022,federal,kg,13.0,13.58,8.2,30.98,31,3.8
macarrao,2022,municipal,kg,6.38,7.29,3.52,12.48,43,3.5
macarrao,2023,municipal,kg,10.2,11.81,5.92,27.6,188,4.7
macarrao,2024,federal,kg,9.88,9.75,9.45,10.0,10,1.1
macarrao,2024,municipal,kg,7.7,10.61,5.44,28.68,233,5.3
macarrao,2025,federal,kg,7.13,9.02,5.48,14.25,6,2.6
macarrao,2025,municipal,kg,6.08,7.52,5.0,19.8,140,4.0
macarrao,2026,municipal,kg,6.79,7.04,4.98,13.88,44,2.8
mamao,2019,municipal,kg,3.47,3.47,3.47,3.47,2,1.0
mamao,2020,municipal,kg,3.0,3.4,3.0,4.19,6,1.4
mamao,2021,municipal,kg,4.61,4.61,4.42,4.8,4,1.1
mamao,2022,municipal,kg,5.0,4.22,2.2,6.9,19,3.1
mamao,2023,municipal,kg,7.94,8.28,5.0,11.4,62,2.3
mamao,2024,federal,kg,5.89,5.96,5.5,6.99,9,1.3
mamao,2024,municipal,kg,4.05,4.63,2.99,9.0,38,3.0
mamao,2025,federal,kg,5.0,5.06,3.4,6.87,7,2.0
mamao,2025,municipal,kg,4.45,4.57,3.49,7.94,33,2.3
mamao,2026,municipal,kg,3.57,3.78,3.49,4.94,14,1.4
manga_fruta,2023,municipal,kg,6.14,5.97,4.3,6.14,11,1.4
manga_fruta,2024,municipal,kg,8.11,8.01,4.85,9.7,13,2.0
manga_fruta,2025,federal,kg,4.74,4.74,4.01,5.47,2,1.4
manga_fruta,2025,municipal,kg,6.0,5.82,4.75,6.8,5,1.4
manteiga,2022,municipal,kg,56.65,49.43,35.0,56.65,3,1.6
manteiga,2023,municipal,kg,59.95,62.47,56.65,69.54,5,1.2
manteiga,2024,municipal,kg,58.75,61.45,58.75,69.54,4,1.2
manteiga,2025,municipal,kg,39.5,40.77,39.5,43.3,3,1.1
manteiga,2026,municipal,kg,42.5,43.33,42.25,45.25,3,1.1
margarina,2019,federal,kg,12.14,13.67,7.76,23.8,14,3.1
margarina,2019,municipal,kg,12.02,11.45,10.32,12.02,3,1.2
margarina,2020,municipal,kg,11.12,11.12,10.26,11.98,4,1.2
margarina,2021,estadual,kg,29.0,29.11,12.44,45.0,6,3.6
margarina,2021,municipal,kg,14.1,14.9,14.02,17.39,4,1.2
margarina,2022,estadual,kg,41.0,35.27,16.52,48.3,3,2.9
margarina,2022,municipal,kg,14.8,15.78,11.74,22.6,33,1.9
margarina,2023,estadual,kg,35.0,30.11,16.34,39.0,3,2.4
margarina,2023,municipal,kg,20.0,23.37,13.4,30.9,101,2.3
margarina,2024,estadual,kg,35.0,28.16,13.48,36.0,6,2.7
margarina,2024,federal,kg,11.96,12.54,10.19,17.18,5,1.7
margarina,2024,municipal,kg,18.36,20.62,10.4,36.78,55,3.5
margarina,2025,federal,kg,18.8,18.72,15.78,21.38,6,1.4
margarina,2025,municipal,kg,14.38,14.67,11.78,25.8,26,2.2
margarina,2026,municipal,kg,13.36,13.94,13.36,15.58,22,1.2
mascara_descartavel,2019,federal,unidade,0.8,0.62,0.2,1.0,5,5.1
mascara_descartavel,2020,estadual,unidade,0.38,0.51,0.2,1.08,4,5.4
mascara_descartavel,2020,federal,unidade,1.9,1.94,0.4,3.0,15,7.5
mascara_descartavel,2021,federal,unidade,0.42,0.41,0.28,0.64,5,2.3
mascara_descartavel,2022,estadual,unidade,0.32,0.28,0.12,0.34,5,2.8
mascara_descartavel,2022,federal,unidade,0.17,0.17,0.16,0.2,7,1.2
mascara_descartavel,2022,municipal,unidade,0.13,0.19,0.1,0.7,49,7.0
mascara_descartavel,2023,estadual,unidade,0.29,0.29,0.25,0.32,2,1.3
mascara_descartavel,2023,municipal,unidade,0.69,1.29,0.09,3.98,30,44.2
mascara_descartavel,2024,federal,unidade,0.09,0.1,0.07,0.13,4,1.9
mascara_descartavel,2024,municipal,unidade,0.08,0.39,0.07,3.2,37,45.7
mascara_descartavel,2025,municipal,unidade,2.5,2.11,0.46,3.2,37,7.0
mascara_descartavel,2026,municipal,unidade,0.46,0.98,0.4,3.78,7,9.4
melancia,2019,municipal,kg,1.69,1.69,1.69,1.69,2,1.0
melancia,2020,municipal,kg,2.57,2.38,1.99,2.57,3,1.3
melancia,2021,municipal,kg,1.85,1.85,1.85,1.85,2,1.0
melancia,2022,municipal,kg,2.75,3.04,2.15,4.4,30,2.0
melancia,2023,municipal,kg,4.6,3.92,2.2,4.85,70,2.2
melancia,2024,federal,kg,4.35,4.34,3.52,4.68,14,1.3
melancia,2024,municipal,kg,3.5,3.61,2.7,4.9,72,1.8
melancia,2025,federal,kg,2.74,3.16,2.35,4.75,8,2.0
melancia,2025,municipal,kg,3.52,3.55,1.7,6.13,62,3.6
melancia,2026,municipal,kg,1.71,2.05,1.7,3.0,17,1.8
metformina,2019,estadual,unidade,1.74,1.6,0.09,3.64,41,42.1
metformina,2019,municipal,unidade,0.06,0.06,0.05,0.06,2,1.1
metformina,2020,estadual,unidade,0.53,1.12,0.09,3.3,54,34.8
metformina,2020,municipal,unidade,0.08,0.08,0.07,0.09,5,1.4
metformina,2021,estadual,unidade,2.07,2.07,0.19,3.94,44,20.6
metformina,2021,municipal,unidade,0.07,0.08,0.07,0.08,7,1.1
metformina,2022,estadual,unidade,2.16,1.73,0.19,2.95,52,15.5
metformina,2022,federal,unidade,0.19,0.19,0.14,0.23,2,1.6
metformina,2022,municipal,unidade,0.1,0.1,0.08,0.12,13,1.4
metformina,2023,estadual,unidade,2.52,2.34,0.15,4.62,58,31.2
metformina,2023,municipal,unidade,0.1,0.18,0.1,2.31,51,23.6
metformina,2024,estadual,unidade,2.35,2.09,0.15,3.73,43,25.5
metformina,2024,federal,unidade,0.2,0.2,0.18,0.21,2,1.2
metformina,2024,municipal,unidade,0.13,1.03,0.09,4.38,70,48.7
metformina,2025,estadual,unidade,2.05,1.92,0.14,3.92,6,28.0
metformina,2025,municipal,unidade,0.1,0.1,0.09,0.15,54,1.6
metformina,2026,estadual,unidade,0.4,0.4,0.4,0.4,2,1.0
metformina,2026,municipal,unidade,0.1,0.1,0.09,0.11,17,1.3
metronidazol,2019,estadual,unidade,1.2,2.56,0.14,7.78,8,55.5
metronidazol,2019,federal,unidade,5.28,5.41,1.66,9.28,3,5.6
metronidazol,2019,municipal,unidade,1.28,1.28,0.11,2.45,2,23.0
metronidazol,2020,estadual,unidade,3.9,4.43,0.15,10.04,13,67.0
metronidazol,2020,federal,unidade,0.61,3.4,0.15,9.45,3,63.0
metronidazol,2020,municipal,unidade,4.27,3.5,0.11,7.18,13,64.7
metronidazol,2021,estadual,unidade,0.77,2.08,0.13,7.12,13,53.9
metronidazol,2021,federal,unidade,2.37,3.51,0.15,8.0,3,53.3
metronidazol,2021,municipal,unidade,2.43,2.22,0.11,4.33,9,37.7
metronidazol,2022,estadual,unidade,3.9,3.68,0.29,6.84,8,23.3
metronidazol,2022,federal,unidade,3.13,2.4,0.68,3.4,3,5.0
metronidazol,2022,municipal,unidade,4.64,3.15,0.17,8.8,21,51.8
metronidazol,2023,estadual,unidade,3.55,3.34,0.19,8.5,8,45.1
metronidazol,2023,municipal,unidade,5.15,3.66,0.17,6.39,64,37.4
metronidazol,2024,estadual,unidade,4.2,4.11,0.18,7.4,19,41.1
metronidazol,2024,federal,unidade,3.57,3.57,0.39,6.75,2,17.3
metronidazol,2024,municipal,unidade,3.8,3.07,0.17,6.54,85,38.5
metronidazol,2025,estadual,unidade,3.97,3.86,0.18,7.42,3,41.2
metronidazol,2025,federal,unidade,3.57,3.91,0.17,8.0,3,46.4
metronidazol,2025,municipal,unidade,3.85,2.88,0.15,6.07,61,40.5
metronidazol,2026,municipal,unidade,4.69,2.99,0.15,5.65,26,37.7
milho_lata,2019,federal,kg,12.86,12.85,11.99,13.7,4,1.1
milho_lata,2024,municipal,kg,13.25,13.25,13.25,13.25,2,1.0
milho_lata,2025,municipal,kg,16.25,16.25,16.25,16.25,2,1.0
milho_verde,2019,federal,kg,5.96,5.96,4.98,6.95,2,1.4
milho_verde,2020,municipal,kg,13.25,13.25,13.25,13.25,2,1.0
milho_verde,2021,municipal,kg,6.58,6.58,6.58,6.58,2,1.0
milho_verde,2022,municipal,kg,9.2,8.81,3.68,13.65,35,3.7
milho_verde,2023,municipal,kg,8.5,8.37,2.0,14.0,111,7.0
milho_verde,2024,federal,kg,9.18,9.18,3.39,14.98,2,4.4
milho_verde,2024,municipal,kg,5.68,6.95,1.75,14.0,53,8.0
milho_verde,2025,federal,kg,2.94,3.07,2.93,3.45,4,1.2
milho_verde,2025,municipal,kg,7.53,8.22,2.9,14.94,43,5.2
milho_verde,2026,municipal,kg,6.23,8.11,2.25,14.94,10,6.6
mistura_bolo,2022,municipal,kg,10.25,10.25,10.25,10.25,6,1.0
mistura_bolo,2023,municipal,kg,10.0,9.49,4.6,13.25,53,2.9
mistura_bolo,2024,municipal,kg,12.12,11.57,3.5,20.38,35,5.8
mistura_bolo,2025,municipal,kg,12.5,12.89,4.1,20.38,29,5.0
mistura_bolo,2026,municipal,kg,12.5,13.96,10.88,19.25,7,1.8
molho_tomate,2022,municipal,kg,5.4,5.4,4.5,6.3,2,1.4
molho_tomate,2023,municipal,kg,5.69,5.82,3.84,7.94,6,2.1
molho_tomate,2024,municipal,kg,11.29,12.09,3.21,17.24,16,5.4
molho_tomate,2025,municipal,kg,10.62,10.77,3.0,17.24,13,5.7
molho_tomate,2026,municipal,kg,8.82,8.82,8.82,8.82,2,1.0
monitor,2019,estadual,unidade,1035.33,885.3,538.56,1082.0,3,2.0
monitor,2020,estadual,unidade,1482.02,1588.18,472.33,2916.33,4,6.2
monitor,2020,municipal,unidade,2801.2,2452.5,1465.0,3003.8,8,2.1
monitor,2021,estadual,unidade,3102.41,2665.4,1354.37,3102.41,4,2.3
monitor,2021,municipal,unidade,807.03,1025.87,726.58,1544.0,6,2.1
monitor,2022,estadual,unidade,1502.38,1502.38,1221.4,1783.35,2,1.5
monitor,2022,municipal,unidade,1356.0,1505.0,481.0,1923.25,11,4.0
monitor,2023,municipal,unidade,1840.0,1525.63,679.12,2038.0,15,3.0
monitor,2024,estadual,unidade,1044.39,1065.59,746.72,1405.67,3,1.9
monitor,2024,municipal,unidade,1754.25,1559.77,571.4,2038.0,14,3.6
monitor,2025,federal,unidade,2590.0,2588.33,1697.0,3478.0,3,2.0
monitor,2025,municipal,unidade,578.99,630.06,578.99,1668.5,56,2.9
monitor,2026,municipal,unidade,633.0,619.0,578.99,645.0,3,1.1
mortadela,2023,municipal,kg,24.2,24.2,24.2,24.2,39,1.0
mortadela,2024,municipal,kg,24.2,24.2,24.2,24.2,7,1.0
mortadela,2025,federal,kg,24.5,24.94,23.98,26.35,3,1.1
mouse,2019,estadual,unidade,24.02,22.96,12.9,35.9,7,2.8
mouse,2020,estadual,unidade,13.9,15.64,8.26,28.5,7,3.5
mouse,2021,estadual,unidade,14.23,18.63,9.93,46.08,9,4.6
mouse,2021,municipal,unidade,15.76,21.24,15.06,32.9,3,2.2
mouse,2022,estadual,unidade,24.0,28.53,13.0,59.0,16,4.5
mouse,2022,municipal,unidade,11.45,15.28,10.77,34.0,8,3.2
mouse,2023,estadual,unidade,49.9,48.22,16.98,97.74,5,5.8
mouse,2023,municipal,unidade,14.15,25.98,9.19,50.0,30,5.4
mouse,2024,estadual,unidade,23.48,24.44,12.81,37.76,8,2.9
mouse,2024,municipal,unidade,16.98,26.73,13.2,50.0,6,3.8
mouse,2025,municipal,unidade,12.25,12.14,10.35,13.99,6,1.4
nimesulida,2019,estadual,unidade,0.09,0.1,0.08,0.13,4,1.5
nimesulida,2020,estadual,unidade,0.97,0.97,0.07,1.88,2,28.3
nimesulida,2020,federal,unidade,0.14,0.12,0.09,0.14,3,1.6
nimesulida,2021,estadual,unidade,1.04,1.04,0.07,2.0,2,27.2
nimesulida,2022,estadual,unidade,0.1,0.1,0.09,0.11,2,1.2
nimesulida,2022,federal,unidade,0.2,0.17,0.12,0.2,3,1.7
nimesulida,2022,municipal,unidade,0.11,0.11,0.09,0.11,5,1.2
nimesulida,2023,estadual,unidade,0.13,0.13,0.13,0.13,2,1.0
nimesulida,2023,municipal,unidade,0.09,0.09,0.08,0.11,19,1.4
nimesulida,2024,estadual,unidade,0.09,0.09,0.09,0.09,2,1.0
nimesulida,2024,municipal,unidade,0.08,0.08,0.06,0.09,19,1.5
nimesulida,2025,municipal,unidade,0.05,0.05,0.05,0.06,15,1.2
nimesulida,2026,municipal,unidade,0.06,0.06,0.06,0.06,4,1.0
notebook,2019,estadual,unidade,3560.0,4058.07,1621.3,7699.0,15,4.7
notebook,2019,federal,unidade,3400.0,3400.0,2350.0,4450.0,2,1.9
notebook,2019,municipal,unidade,5898.13,5343.62,3145.18,6655.9,7,2.1
notebook,2020,estadual,unidade,6480.0,6288.2,2599.0,9415.81,20,3.6
notebook,2020,federal,unidade,5478.5,5971.11,2164.0,10791.88,16,5.0
notebook,2020,municipal,unidade,4191.88,4121.45,1978.0,6403.71,10,3.2
notebook,2021,estadual,unidade,8067.75,7900.08,4688.07,10007.61,17,2.1
notebook,2021,federal,unidade,3954.5,4022.06,3829.0,4350.25,4,1.1
notebook,2021,municipal,unidade,4466.67,5115.6,2750.0,8215.33,17,3.0
notebook,2022,estadual,unidade,7400.0,6534.18,4250.0,8886.78,5,2.1
notebook,2022,federal,unidade,6490.0,6067.0,4312.0,7399.0,3,1.7
notebook,2022,municipal,unidade,4623.0,5306.9,2839.0,8190.0,28,2.9
notebook,2023,estadual,unidade,7223.24,7225.49,2199.0,10712.0,7,4.9
notebook,2023,municipal,unidade,3890.0,4595.15,1815.0,7883.0,75,4.3
notebook,2024,estadual,unidade,5084.69,6022.01,4839.0,8142.35,3,1.7
notebook,2024,federal,unidade,3725.22,4026.61,3656.0,5000.0,4,1.4
notebook,2024,municipal,unidade,3499.0,3997.16,1500.0,7883.0,51,5.3
notebook,2025,estadual,unidade,5161.72,5161.72,4051.83,6271.6,2,1.5
notebook,2025,federal,unidade,5110.0,4784.47,2960.0,7342.33,5,2.5
notebook,2025,municipal,unidade,3513.66,3979.02,3044.7,8650.0,72,2.8
notebook,2026,federal,unidade,2859.33,2859.33,2859.33,2859.33,4,1.0
notebook,2026,municipal,unidade,3387.51,3448.43,2900.0,4993.33,13,1.7
oleo_soja,2020,municipal,litro,7.49,7.18,5.26,9.94,13,1.9
oleo_soja,2021,municipal,litro,9.46,9.59,8.72,10.77,11,1.2
oleo_soja,2022,municipal,litro,10.08,10.39,8.4,12.11,56,1.4
oleo_soja,2023,municipal,litro,10.0,9.63,7.1,12.1,120,1.7
oleo_soja,2024,municipal,litro,7.66,8.23,5.78,12.0,130,2.1
oleo_soja,2025,federal,litro,11.93,11.93,8.68,15.19,2,1.8
oleo_soja,2025,municipal,litro,8.13,7.99,5.66,9.24,83,1.6
oleo_soja,2026,municipal,litro,8.19,7.97,7.33,8.89,36,1.2
omeprazol,2019,estadual,unidade,5.04,4.32,0.06,7.33,14,118.3
omeprazol,2019,federal,unidade,0.1,2.21,0.09,5.38,5,59.8
omeprazol,2020,estadual,unidade,4.17,3.57,0.07,8.9,23,119.1
omeprazol,2020,federal,unidade,0.1,0.1,0.09,0.12,2,1.3
omeprazol,2020,municipal,unidade,0.35,2.72,0.07,6.14,7,83.0
omeprazol,2021,estadual,unidade,0.16,3.01,0.08,10.63,15,139.0
omeprazol,2021,municipal,unidade,0.07,0.11,0.07,0.23,4,3.0
omeprazol,2022,estadual,unidade,9.16,7.19,0.13,11.69,12,87.0
omeprazol,2022,federal,unidade,0.14,3.1,0.11,12.0,4,109.1
omeprazol,2022,municipal,unidade,0.11,3.23,0.09,11.09,13,122.3
omeprazol,2023,estadual,unidade,0.68,3.01,0.08,7.66,11,91.9
omeprazol,2023,municipal,unidade,0.07,2.54,0.05,8.78,43,159.9
omeprazol,2024,estadual,unidade,7.54,5.38,0.2,9.98,11,49.9
omeprazol,2024,federal,unidade,8.45,6.03,0.08,9.57,3,119.6
omeprazol,2024,municipal,unidade,0.05,2.04,0.04,6.47,50,161.8
omeprazol,2025,estadual,unidade,0.1,0.09,0.06,0.1,3,1.6
omeprazol,2025,federal,unidade,3.09,3.09,0.06,6.13,2,106.6
omeprazol,2025,municipal,unidade,0.08,3.41,0.05,9.35,49,187.0
omeprazol,2026,municipal,unidade,0.07,2.77,0.06,7.7,19,128.3
ovos,2019,federal,duzia,8.14,8.14,7.5,8.77,4,1.2
ovos,2022,municipal,duzia,13.84,13.04,7.19,18.0,8,2.5
ovos,2023,municipal,duzia,15.0,15.13,5.19,22.4,53,4.3
ovos,2024,municipal,duzia,8.97,10.04,6.99,16.19,44,2.3
ovos,2025,municipal,duzia,10.7,10.81,6.8,15.27,48,2.2
ovos,2026,municipal,duzia,12.96,12.84,11.45,12.96,13,1.1
pano_chao,2019,estadual,unidade,3.65,3.78,3.0,4.89,9,1.6
pano_chao,2019,municipal,unidade,3.03,3.03,3.03,3.03,12,1.0
pano_chao,2020,estadual,unidade,4.08,4.05,3.2,5.0,10,1.6
pano_chao,2021,estadual,unidade,4.87,5.18,3.44,6.49,11,1.9
pano_chao,2021,municipal,unidade,4.35,4.41,4.35,4.8,14,1.1
pano_chao,2022,estadual,unidade,6.1,5.79,4.35,6.78,6,1.6
pano_chao,2022,municipal,unidade,3.26,3.52,2.5,5.89,51,2.4
pano_chao,2023,estadual,unidade,5.78,5.85,4.72,7.81,7,1.7
pano_chao,2023,municipal,unidade,4.94,4.66,2.66,5.3,191,2.0
pano_chao,2024,estadual,unidade,6.04,6.19,5.52,7.39,6,1.3
pano_chao,2024,municipal,unidade,3.69,3.7,2.3,5.3,98,2.3
pano_chao,2025,municipal,unidade,4.07,5.15,3.69,9.6,39,2.6
pano_chao,2026,municipal,unidade,4.04,4.82,3.12,9.99,19,3.2
pao,2022,municipal,kg,19.5,19.92,13.98,25.0,11,1.8
pao,2023,municipal,kg,17.7,16.29,6.55,22.99,26,3.5
pao,2024,municipal,kg,17.0,17.02,7.0,21.99,23,3.1
pao,2025,municipal,kg,16.8,16.87,9.11,23.2,29,2.5
pao,2026,municipal,kg,19.4,18.9,16.0,21.88,14,1.4
papel_a4,2019,estadual,resma,21.14,21.53,19.5,25.6,6,1.3
papel_a4,2019,federal,resma,14.8,15.26,14.0,17.79,11,1.3
papel_a4,2019,municipal,resma,16.93,16.93,16.93,16.93,2,1.0
papel_a4,2020,estadual,resma,16.99,17.73,11.0,27.03,9,2.5
papel_a4,2020,municipal,resma,17.42,27.93,15.74,50.63,6,3.2
papel_a4,2021,estadual,resma,15.5,15.66,14.9,17.1,6,1.1
papel_a4,2021,municipal,resma,16.05,22.57,13.13,48.0,16,3.7
papel_a4,2022,estadual,resma,24.49,25.9,15.68,36.1,6,2.3
papel_a4,2022,municipal,resma,25.45,28.69,19.93,57.5,40,2.9
papel_a4,2023,estadual,resma,10.9,18.58,10.9,44.95,13,4.1
papel_a4,2023,municipal,resma,20.38,21.02,19.49,27.59,233,1.4
papel_a4,2024,estadual,resma,23.25,23.03,17.0,28.94,17,1.7
papel_a4,2024,federal,resma,20.0,20.0,20.0,20.0,2,1.0
papel_a4,2024,municipal,resma,19.97,21.36,15.98,35.0,234,2.2
papel_a4,2025,estadual,resma,24.58,26.13,22.2,35.0,8,1.6
papel_a4,2025,federal,resma,20.0,23.4,11.74,38.45,3,3.3
papel_a4,2025,municipal,resma,19.9,20.27,12.2,29.67,94,2.4
papel_a4,2026,municipal,resma,19.59,21.7,15.6,39.98,55,2.6
papel_higienico,2019,estadual,rolo,5.09,5.33,2.7,11.98,24,4.4
papel_higienico,2019,federal,rolo,4.09,4.24,1.98,6.5,14,3.3
papel_higienico,2020,estadual,rolo,5.32,5.93,3.32,12.0,22,3.6
papel_higienico,2020,federal,rolo,3.22,3.22,2.25,4.2,4,1.9
papel_higienico,2021,estadual,rolo,5.0,6.66,2.52,19.0,18,7.5
papel_higienico,2021,federal,rolo,2.25,2.03,0.5,3.9,7,7.8
papel_higienico,2021,municipal,rolo,4.2,4.2,3.64,4.77,4,1.3
papel_higienico,2022,estadual,rolo,7.91,7.74,4.5,11.87,22,2.6
papel_higienico,2022,federal,rolo,5.23,5.5,2.54,11.4,11,4.5
papel_higienico,2022,municipal,rolo,3.69,3.95,1.15,11.79,107,10.3
papel_higienico,2023,estadual,rolo,8.13,8.63,4.3,12.94,13,3.0
papel_higienico,2023,municipal,rolo,4.22,4.6,4.12,8.1,225,2.0
papel_higienico,2024,estadual,rolo,6.58,6.06,3.82,7.37,10,1.9
papel_higienico,2024,federal,rolo,5.28,5.36,3.99,6.89,4,1.7
papel_higienico,2024,municipal,rolo,4.72,5.11,1.37,13.95,141,10.2
papel_higienico,2025,estadual,rolo,5.38,6.06,1.66,9.58,8,5.8
papel_higienico,2025,federal,rolo,5.57,6.99,0.64,14.4,12,22.5
papel_higienico,2025,municipal,rolo,3.32,4.1,3.1,9.1,196,2.9
papel_higienico,2026,federal,rolo,5.34,5.49,3.85,7.45,4,1.9
papel_higienico,2026,municipal,rolo,6.16,7.09,0.95,13.14,30,13.8
papel_toalha,2019,estadual,rolo,12.85,12.88,4.03,27.45,32,6.8
papel_toalha,2019,federal,rolo,21.7,23.44,20.65,29.7,4,1.4
papel_toalha,2019,municipal,rolo,19.99,19.99,19.99,19.99,11,1.0
papel_toalha,2020,estadual,rolo,11.5,12.43,5.32,26.43,29,5.0
papel_toalha,2020,federal,rolo,23.3,23.3,23.3,23.3,2,1.0
papel_toalha,2021,estadual,rolo,11.73,12.43,8.22,21.46,28,2.6
papel_toalha,2021,federal,rolo,22.95,22.6,21.4,23.0,6,1.1
papel_toalha,2021,municipal,rolo,16.5,16.5,16.5,16.5,12,1.0
papel_toalha,2022,estadual,rolo,15.08,15.6,6.11,27.0,46,4.4
papel_toalha,2022,federal,rolo,23.0,21.93,19.8,23.0,3,1.2
papel_toalha,2022,municipal,rolo,6.98,8.49,3.69,23.0,139,6.2
papel_toalha,2023,estadual,rolo,16.23,18.09,12.19,28.48,21,2.3
papel_toalha,2023,municipal,rolo,8.85,9.62,3.4,23.4,324,6.9
papel_toalha,2024,estadual,rolo,15.4,14.11,3.92,21.83,19,5.6
papel_toalha,2024,federal,rolo,7.89,11.86,7.74,25.0,5,3.2
papel_toalha,2024,municipal,rolo,9.67,10.43,2.65,23.0,144,8.7
papel_toalha,2025,federal,rolo,9.98,11.77,3.2,27.74,17,8.7
papel_toalha,2025,municipal,rolo,7.32,9.78,3.63,29.0,289,8.0
papel_toalha,2026,federal,rolo,22.0,19.16,13.48,22.0,3,1.6
papel_toalha,2026,municipal,rolo,9.4,12.11,3.63,28.5,43,7.9
paracetamol,2019,estadual,unidade,0.55,0.63,0.05,1.54,18,28.4
paracetamol,2019,federal,unidade,0.28,0.27,0.09,0.43,4,4.8
paracetamol,2019,municipal,unidade,0.62,0.62,0.62,0.62,2,1.0
paracetamol,2020,estadual,unidade,0.34,0.53,0.08,2.47,27,31.3
paracetamol,2020,federal,unidade,0.21,0.37,0.17,0.89,4,5.2
paracetamol,2020,municipal,unidade,0.35,0.37,0.04,0.77,12,18.3
paracetamol,2021,estadual,unidade,0.6,0.68,0.12,1.9,17,15.4
paracetamol,2021,federal,unidade,0.17,0.41,0.1,0.95,3,9.1
paracetamol,2021,municipal,unidade,0.1,0.44,0.06,1.1,17,17.9
paracetamol,2022,estadual,unidade,0.79,1.08,0.12,3.39,28,28.3
paracetamol,2022,federal,unidade,0.45,0.55,0.2,1.1,5,5.5
paracetamol,2022,municipal,unidade,0.12,0.54,0.08,1.42,20,17.1
paracetamol,2023,estadual,unidade,0.77,0.74,0.1,2.48,19,24.5
paracetamol,2023,municipal,unidade,0.78,0.7,0.08,1.4,56,18.0
paracetamol,2024,estadual,unidade,0.76,0.81,0.1,1.65,10,16.8
paracetamol,2024,federal,unidade,0.29,0.34,0.23,0.57,4,2.5
paracetamol,2024,municipal,unidade,0.1,0.64,0.07,1.4,71,20.6
paracetamol,2025,estadual,unidade,0.97,0.97,0.86,1.07,3,1.2
paracetamol,2025,municipal,unidade,0.09,0.6,0.05,1.18,57,23.6
paracetamol,2026,federal,unidade,0.44,0.51,0.4,0.69,3,1.7
paracetamol,2026,municipal,unidade,0.59,0.61,0.05,1.25,20,25.1
pasta_arquivo,2019,estadual,unidade,17.01,14.73,6.72,20.0,10,3.0
pasta_arquivo,2020,estadual,unidade,8.99,7.94,2.46,12.6,11,5.1
pasta_arquivo,2020,municipal,unidade,3.18,3.18,2.7,3.66,6,1.4
pasta_arquivo,2021,estadual,unidade,15.35,16.17,3.92,25.25,11,6.4
pasta_arquivo,2021,federal,unidade,4.99,4.5,2.65,5.87,6,2.2
pasta_arquivo,2021,municipal,unidade,2.7,2.77,2.24,3.5,10,1.6
pasta_arquivo,2022,estadual,unidade,18.0,16.27,6.95,23.85,6,3.4
pasta_arquivo,2022,municipal,unidade,2.46,3.72,1.92,11.11,45,5.8
pasta_arquivo,2023,estadual,unidade,3.95,9.75,2.21,24.66,11,11.2
pasta_arquivo,2023,municipal,unidade,2.5,5.52,1.87,20.21,80,10.8
pasta_arquivo,2024,estadual,unidade,15.42,17.91,9.98,26.5,6,2.7
pasta_arquivo,2024,municipal,unidade,2.77,4.98,1.78,10.0,117,5.6
pasta_arquivo,2025,municipal,unidade,8.18,5.8,1.47,13.31,65,9.1
pasta_arquivo,2026,municipal,unidade,9.19,7.02,1.98,13.5,14,6.8
peixe,2020,municipal,kg,32.46,32.46,29.92,35.0,2,1.2
peixe,2022,municipal,kg,43.85,44.7,40.0,46.94,10,1.2
peixe,2023,municipal,kg,43.65,45.42,37.0,52.19,16,1.4
peixe,2024,municipal,kg,48.4,44.44,31.98,52.15,34,1.6
peixe,2025,municipal,kg,37.66,38.61,31.98,52.15,19,1.6
peixe,2026,municipal,kg,37.66,38.72,35.5,42.64,8,1.2
pendrive,2019,estadual,unidade,38.58,51.78,19.9,150.0,19,7.5
pendrive,2020,estadual,unidade,35.58,40.58,17.55,75.46,14,4.3
pendrive,2020,municipal,unidade,39.54,40.52,33.75,48.25,3,1.4
pendrive,2021,estadual,unidade,30.72,35.07,18.42,52.73,13,2.9
pendrive,2021,municipal,unidade,53.53,67.53,37.06,126.0,4,3.4
pendrive,2022,estadual,unidade,36.83,39.03,33.77,52.99,6,1.6
pendrive,2022,municipal,unidade,27.4,28.01,20.4,44.37,25,2.2
pendrive,2023,estadual,unidade,46.84,56.24,22.93,107.18,16,4.7
