produto,ano,fonte,unidade_padrao,preco_mediano,preco_medio,preco_min,preco_max,n_registros,ratio_max_min
suco,2020,municipal,litro,4.24,6.66,2.65,24.0,22,9.1
suco,2021,estadual,litro,11.0,15.74,7.99,37.5,9,4.7
suco,2021,federal,litro,6.3,6.8,4.15,11.99,18,2.9
suco,2021,municipal,litro,36.84,26.82,2.81,42.5,22,15.1
suco,2022,estadual,litro,12.5,11.52,5.5,18.67,18,3.4
suco,2022,federal,litro,11.82,11.05,5.5,17.06,19,3.1
suco,2022,municipal,litro,10.98,11.84,6.38,23.88,73,3.7
suco,2023,estadual,litro,12.1,12.24,10.5,14.25,4,1.4
suco,2023,municipal,litro,10.2,11.07,5.99,21.5,228,3.6
suco,2024,estadual,litro,7.95,13.37,7.19,31.61,8,4.4
suco,2024,federal,litro,14.88,15.88,5.43,30.0,28,5.5
suco,2024,municipal,litro,10.83,13.22,4.01,31.9,210,8.0
suco,2025,estadual,litro,22.23,23.39,9.95,44.3,9,4.5
suco,2025,federal,litro,6.5,8.96,2.5,23.9,22,9.6
suco,2025,municipal,litro,30.5,22.42,4.8,30.56,460,6.4
suco,2026,federal,litro,6.65,6.65,5.29,8.01,2,1.5
suco,2026,municipal,litro,10.0,13.03,5.17,27.0,31,5.2
tangerina,2020,municipal,kg,3.2,3.15,2.99,3.2,4,1.1
tangerina,2021,municipal,kg,4.46,4.46,4.46,4.46,2,1.0
tangerina,2022,municipal,kg,6.43,6.29,3.93,10.41,11,2.6
tangerina,2023,municipal,kg,4.09,4.33,2.4,7.86,35,3.3
tangerina,2024,federal,kg,4.2,4.05,2.99,4.8,10,1.6
tangerina,2024,municipal,kg,5.15,5.23,3.13,8.09,13,2.6
tangerina,2025,federal,kg,5.29,5.85,4.29,8.98,7,2.1
tangerina,2025,municipal,kg,4.83,5.12,3.7,6.13,40,1.7
tangerina,2026,municipal,kg,5.94,6.23,5.94,6.8,6,1.1
teclado,2019,estadual,unidade,24.5,23.39,13.0,31.57,4,2.4
teclado,2020,estadual,unidade,38.38,36.96,26.9,41.54,6,1.5
teclado,2021,estadual,unidade,41.56,43.04,35.99,60.0,7,1.7
teclado,2022,estadual,unidade,47.92,52.6,46.34,62.42,8,1.3
teclado,2022,municipal,unidade,23.4,23.6,23.4,24.0,3,1.0
teclado,2023,estadual,unidade,68.56,61.12,27.6,79.0,6,2.9
teclado,2023,municipal,unidade,24.49,23.21,20.72,25.05,5,1.2
teclado,2024,estadual,unidade,26.18,34.56,25.77,68.9,5,2.7
teclado,2024,municipal,unidade,21.0,21.37,21.0,22.3,7,1.1
teclado,2025,municipal,unidade,20.49,24.39,20.49,30.72,5,1.5
tempero_alho_sal,2023,municipal,kg,9.0,8.89,8.5,9.0,9,1.1
tempero_alho_sal,2024,municipal,kg,8.5,10.4,8.5,16.1,4,1.9
tempero_alho_sal,2025,municipal,kg,5.0,7.36,5.0,10.9,5,2.2
tempero_alho_sal,2026,municipal,kg,5.0,5.0,5.0,5.0,2,1.0
tesoura,2019,estadual,unidade,11.51,12.56,7.98,23.15,10,2.9
tesoura,2020,estadual,unidade,8.51,9.21,3.95,13.75,9,3.5
tesoura,2020,municipal,unidade,7.26,7.26,2.24,12.28,2,5.5
tesoura,2021,estadual,unidade,8.7,8.7,5.47,13.0,7,2.4
tesoura,2021,municipal,unidade,7.62,7.62,7.62,7.62,2,1.0
tesoura,2022,estadual,unidade,11.64,12.68,4.88,19.95,14,4.1
tesoura,2022,municipal,unidade,4.5,3.29,1.56,5.05,37,3.2
tesoura,2023,estadual,unidade,14.69,13.8,7.22,18.99,8,2.6
tesoura,2023,municipal,unidade,2.27,3.28,1.56,5.05,52,3.2
tesoura,2024,estadual,unidade,9.84,12.04,5.15,23.93,8,4.6
tesoura,2024,municipal,unidade,3.5,6.34,1.52,29.9,74,19.7
tesoura,2025,municipal,unidade,3.5,3.35,1.48,8.57,42,5.8
tesoura,2026,municipal,unidade,2.29,4.83,1.35,10.0,17,7.4
tijolo,2019,estadual,unidade,0.94,2.07,0.78,3.92,5,5.0
tijolo,2019,federal,unidade,1.79,2.2,1.45,4.0,9,2.8
tijolo,2019,municipal,unidade,1.66,1.47,0.59,2.16,6,3.7
tijolo,2020,estadual,unidade,0.74,0.74,0.6,0.89,2,1.5
tijolo,2020,federal,unidade,1.85,1.8,1.35,2.15,6,1.6
tijolo,2021,estadual,unidade,1.22,1.23,0.75,1.73,6,2.3
tijolo,2021,federal,unidade,2.15,2.19,1.5,3.1,6,2.1
tijolo,2021,municipal,unidade,2.55,2.68,1.14,4.22,10,3.7
tijolo,2022,estadual,unidade,1.16,1.2,0.99,1.5,4,1.5
tijolo,2022,federal,unidade,2.7,2.6,1.75,3.25,4,1.9
tijolo,2022,municipal,unidade,3.53,3.27,1.14,5.46,24,4.8
tijolo,2023,estadual,unidade,1.1,1.67,1.1,2.8,3,2.5
tijolo,2023,municipal,unidade,3.26,3.28,1.22,5.95,82,4.9
tijolo,2024,federal,unidade,3.46,3.82,3.19,5.24,5,1.6
tijolo,2024,municipal,unidade,3.0,2.78,0.95,4.49,54,4.7
tijolo,2025,federal,unidade,3.69,3.75,2.9,4.96,7,1.7
tijolo,2025,municipal,unidade,3.44,3.57,1.26,4.53,42,3.6
tijolo,2026,municipal,unidade,4.2,4.33,3.69,5.55,30,1.5
tinta_latex,2019,estadual,litro,44.88,42.13,7.04,87.0,20,12.4
tinta_latex,2019,federal,litro,85.0,82.29,59.0,88.99,11,1.5
tinta_latex,2019,municipal,litro,8.64,8.64,8.64,8.64,5,1.0
tinta_latex,2020,estadual,litro,15.55,29.65,6.94,75.0,7,10.8
tinta_latex,2020,federal,litro,48.72,58.5,29.86,90.0,19,3.0
tinta_latex,2020,municipal,litro,76.12,76.12,65.1,87.15,2,1.3
tinta_latex,2021,estadual,litro,28.82,31.3,17.66,49.48,18,2.8
tinta_latex,2021,federal,litro,51.48,48.46,38.45,55.44,3,1.4
tinta_latex,2021,municipal,litro,15.42,14.8,13.16,16.28,18,1.2
tinta_latex,2022,estadual,litro,22.99,22.94,17.22,30.13,12,1.8
tinta_latex,2022,municipal,litro,20.02,19.64,8.62,27.83,212,3.2
tinta_latex,2023,estadual,litro,26.8,30.75,17.47,74.14,17,4.2
tinta_latex,2023,municipal,litro,24.25,23.25,7.76,35.63,441,4.6
tinta_latex,2024,estadual,litro,23.25,24.19,15.06,35.17,4,2.3
tinta_latex,2024,federal,litro,45.53,45.35,45.0,45.53,3,1.0
tinta_latex,2024,municipal,litro,24.49,23.26,8.0,35.14,476,4.4
tinta_latex,2025,federal,litro,28.79,28.11,26.66,28.79,9,1.1
tinta_latex,2025,municipal,litro,22.8,21.87,7.33,37.55,228,5.1
tinta_latex,2026,municipal,litro,27.26,26.35,7.56,46.0,112,6.1
tomate,2022,municipal,kg,7.3,7.53,5.3,10.0,3,1.9
tomate,2023,municipal,kg,6.35,6.36,5.3,7.44,6,1.4
tomate,2024,federal,kg,8.1,8.06,4.75,9.9,12,2.1
tomate,2024,municipal,kg,4.86,5.3,4.64,7.95,6,1.7
tomate,2025,federal,kg,6.85,7.21,4.35,11.0,14,2.5
tomate,2025,municipal,kg,5.3,5.78,4.86,7.64,4,1.6
toner,2019,estadual,unidade,331.18,380.0,43.97,899.0,82,20.4
toner,2019,federal,unidade,80.0,136.5,44.79,364.0,39,8.1
toner,2020,estadual,unidade,72.4,142.45,41.0,479.0,24,11.7
toner,2020,federal,unidade,118.0,217.96,40.0,840.0,55,21.0
toner,2020,municipal,unidade,719.02,719.02,55.92,1382.11,2,24.7
toner,2021,estadual,unidade,147.28,216.92,52.59,650.0,71,12.4
toner,2021,federal,unidade,138.0,163.4,40.0,335.0,20,8.4
toner,2022,estadual,unidade,214.0,291.09,50.59,776.49,38,15.3
toner,2022,federal,unidade,104.5,95.8,58.7,110.0,8,1.9
toner,2022,municipal,unidade,55.25,176.35,32.0,1100.0,30,34.4
toner,2023,estadual,unidade,232.33,257.59,55.37,573.73,23,10.4
toner,2023,municipal,unidade,40.0,233.95,40.0,705.82,14,17.6
toner,2024,estadual,unidade,580.0,475.5,99.0,842.67,20,8.5
toner,2024,federal,unidade,367.7,415.53,188.93,950.0,6,5.0
toner,2024,municipal,unidade,42.5,44.98,37.0,60.0,20,1.6
toner,2025,estadual,unidade,445.55,423.95,94.5,542.9,18,5.7
toner,2025,federal,unidade,629.3,657.6,68.03,929.0,15,13.7
toner,2025,municipal,unidade,103.0,144.19,39.34,300.0,71,7.6
toner,2026,estadual,unidade,1292.5,1044.68,114.73,1479.0,4,12.9
toner,2026,federal,unidade,570.0,570.0,570.0,570.0,4,1.0
toner,2026,municipal,unidade,67.5,67.5,45.0,90.0,2,2.0
torneira,2019,estadual,unidade,48.66,67.11,10.0,179.9,36,18.0
torneira,2019,federal,unidade,33.32,44.85,16.0,98.0,26,6.1
torneira,2019,municipal,unidade,50.0,46.76,11.89,79.0,18,6.6
torneira,2020,estadual,unidade,66.29,71.06,8.95,168.1,51,18.8
torneira,2020,federal,unidade,35.0,54.73,6.6,215.0,28,32.6
torneira,2020,municipal,unidade,105.22,117.52,49.8,267.86,26,5.4
torneira,2021,estadual,unidade,59.99,71.87,5.5,185.55,40,33.7
torneira,2021,federal,unidade,50.5,61.25,8.0,230.0,18,28.8
torneira,2021,municipal,unidade,44.0,55.12,13.8,106.97,17,7.8
torneira,2022,estadual,unidade,92.27,99.9,13.55,244.9,83,18.1
torneira,2022,federal,unidade,46.78,52.92,5.12,112.83,10,22.0
torneira,2022,municipal,unidade,128.39,149.32,27.9,340.28,205,12.2
torneira,2023,estadual,unidade,80.0,91.16,16.0,235.09,59,14.7
torneira,2023,municipal,unidade,99.31,113.98,5.29,278.02,660,52.6
torneira,2024,estadual,unidade,79.9,97.89,18.0,184.62,35,10.3
torneira,2024,federal,unidade,48.58,58.09,22.5,134.0,38,6.0
torneira,2024,municipal,unidade,152.64,155.85,18.0,313.66,418,17.4
torneira,2025,estadual,unidade,96.53,96.64,49.11,128.01,6,2.6
torneira,2025,federal,unidade,59.6,68.24,30.0,177.03,27,5.9
torneira,2025,municipal,unidade,106.73,125.99,18.29,284.15,262,15.5
torneira,2026,municipal,unidade,154.0,171.12,39.8,316.0,112,7.9
torrada,2023,municipal,kg,12.72,18.18,9.02,30.0,8,3.3
torrada,2024,federal,kg,9.93,10.07,9.49,10.95,4,1.2
torrada,2024,municipal,kg,25.68,25.35,10.4,30.0,7,2.9
torrada,2025,federal,kg,10.82,11.93,9.07,17.0,4,1.9
torrada,2025,municipal,kg,21.0,18.42,10.0,25.68,9,2.6
torrada,2026,municipal,kg,21.0,18.09,10.0,24.72,5,2.5
tubo_pvc,2019,estadual,metro,13.52,16.4,5.5,40.75,6,7.4
tubo_pvc,2019,federal,metro,26.18,37.87,9.2,154.0,36,16.7
tubo_pvc,2019,municipal,metro,7.84,7.84,7.17,8.5,4,1.2
tubo_pvc,2020,estadual,metro,18.78,21.23,8.9,46.9,10,5.3
tubo_pvc,2020,federal,metro,21.49,28.96,5.3,98.7,37,18.6
tubo_pvc,2021,estadual,metro,7.46,9.94,3.93,20.9,4,5.3
tubo_pvc,2021,federal,metro,37.98,51.18,19.33,148.08,18,7.7
tubo_pvc,2021,municipal,metro,9.18,9.18,9.0,9.36,4,1.0
tubo_pvc,2022,estadual,metro,19.36,41.41,9.41,108.3,24,11.5
tubo_pvc,2022,federal,metro,28.5,41.18,18.0,88.5,11,4.9
tubo_pvc,2022,municipal,metro,53.63,54.68,7.99,142.65,178,17.9
tubo_pvc,2023,estadual,metro,40.08,39.9,3.9,84.86,17,21.8
tubo_pvc,2023,municipal,metro,51.86,58.88,6.23,169.68,393,27.2
tubo_pvc,2024,estadual,metro,63.0,56.8,17.74,111.54,10,6.3
tubo_pvc,2024,federal,metro,27.92,36.03,15.89,70.54,18,4.4
tubo_pvc,2024,municipal,metro,46.11,58.13,7.1,159.86,374,22.5
tubo_pvc,2025,federal,metro,36.8,40.67,20.33,73.04,19,3.6
tubo_pvc,2025,municipal,metro,41.0,49.58,4.19,148.35,234,35.4
tubo_pvc,2026,federal,metro,24.23,37.97,22.18,67.49,3,3.0
tubo_pvc,2026,municipal,metro,47.25,58.53,12.77,128.0,97,10.0
vassoura,2019,estadual,unidade,11.11,11.82,6.5,19.62,24,3.0
vassoura,2019,federal,unidade,11.09,11.18,7.95,17.04,24,2.1
vassoura,2019,municipal,unidade,16.1,16.41,7.15,27.6,50,3.9
vassoura,2020,estadual,unidade,10.4,10.29,6.96,13.77,7,2.0
vassoura,2020,federal,unidade,15.21,15.52,9.4,23.88,12,2.5
vassoura,2020,municipal,unidade,10.3,9.33,4.16,12.57,4,3.0
vassoura,2021,estadual,unidade,14.72,14.48,5.32,29.0,16,5.5
vassoura,2021,federal,unidade,9.5,9.44,3.8,16.28,13,4.3
vassoura,2021,municipal,unidade,14.55,15.79,9.99,25.0,49,2.5
vassoura,2022,estadual,unidade,17.97,18.35,9.9,24.93,21,2.5
vassoura,2022,federal,unidade,10.84,11.68,6.98,19.12,18,2.7
vassoura,2022,municipal,unidade,9.14,10.38,4.3,24.45,184,5.7
vassoura,2023,estadual,unidade,23.65,29.3,19.2,44.65,6,2.3
vassoura,2023,municipal,unidade,9.08,10.69,5.06,24.0,449,4.7
vassoura,2024,estadual,unidade,21.79,22.08,8.97,39.5,19,4.4
vassoura,2024,federal,unidade,19.8,22.06,10.59,35.0,10,3.3
vassoura,2024,municipal,unidade,13.56,14.09,6.03,24.9,264,4.1
vassoura,2025,estadual,unidade,25.21,24.27,21.67,25.93,3,1.2
vassoura,2025,federal,unidade,17.17,18.46,12.7,26.4,18,2.1
vassoura,2025,municipal,unidade,12.3,12.03,4.92,23.23,365,4.7
vassoura,2026,federal,unidade,16.08,15.86,10.4,23.0,10,2.2
vassoura,2026,municipal,unidade,20.03,20.57,10.31,30.95,81,3.0
ventilador,2019,estadual,unidade,179.4,197.76,151.0,290.0,14,1.9
ventilador,2020,estadual,unidade,198.8,206.7,131.41,289.9,3,2.2
ventilador,2020,municipal,unidade,153.11,153.11,129.0,177.22,2,1.4
ventilador,2021,estadual,unidade,242.42,246.39,200.0,279.0,6,1.4
ventilador,2021,municipal,unidade,287.26,326.9,215.07,449.5,22,2.1
ventilador,2022,estadual,unidade,307.36,321.7,266.58,405.5,4,1.5
ventilador,2022,municipal,unidade,180.0,219.75,154.26,425.27,55,2.8
ventilador,2023,estadual,unidade,323.13,313.54,228.22,340.04,8,1.5
ventilador,2023,municipal,unidade,295.78,272.45,140.5,375.0,73,2.7
ventilador,2024,estadual,unidade,345.32,327.76,279.0,358.97,3,1.3
ventilador,2024,municipal,unidade,208.0,217.46,148.5,344.6,178,2.3
ventilador,2025,municipal,unidade,260.0,246.2,176.77,310.37,23,1.8
ventilador,2026,municipal,unidade,293.44,294.18,212.5,371.81,13,1.7
vinagre,2019,federal,litro,4.57,4.4,2.52,6.56,13,2.6
vinagre,2019,municipal,litro,5.33,5.33,2.81,7.85,2,2.8
vinagre,2020,federal,litro,6.37,5.94,5.05,6.4,3,1.3
vinagre,2020,municipal,litro,2.71,2.73,2.49,3.24,5,1.3
vinagre,2021,federal,litro,4.17,4.37,3.0,6.13,4,2.0
vinagre,2021,municipal,litro,4.31,4.97,4.31,5.96,5,1.4
vinagre,2022,federal,litro,7.95,7.72,5.32,9.85,12,1.9
vinagre,2022,municipal,litro,3.15,4.12,2.07,9.09,26,4.4
vinagre,2023,municipal,litro,4.49,4.64,2.07,9.4,68,4.5
vinagre,2024,federal,litro,7.82,7.62,4.39,8.92,8,2.0
vinagre,2024,municipal,litro,5.13,5.21,2.39,7.99,58,3.3
vinagre,2025,federal,litro,8.37,7.19,4.52,9.75,9,2.2
vinagre,2025,municipal,litro,5.21,4.85,2.27,8.49,42,3.7
vinagre,2026,municipal,litro,3.0,4.43,2.4,8.4,8,3.5
