fonte,produto,ano,cidade,preco_padrao,unidade_padrao,fonte_conversao,descricao
municipal,fralda,2022,Marataízes,1.6,unidade,unitario,"FRALDA DESCARTAVEL GERIATRICA ADULTO P PARA INCONTINÊNCIA URINÁRIA SEVERA, PROLONGADO, PROTEÇÃO POR ATÉ 8HS PARA USO ADU"
municipal,polpa_fruta,2022,Guarapari,8.5,kg,descricao,"Polpa de fruta 100% natural, congelada, não alcoólica, não fermentada, sem glúten, sem conservantes e corantes. Embalage"
municipal,torneira,2022,Vila Velha,94.0,unidade,unitario,TORNEIRA PARA LAVATÓRIO AUTOMÁTICA 3/4 CROMADO
municipal,haloperidol,2022,Barra de São Francisco,0.15,unidade,unitario,"HALOPERIDOL 1 MG blister com 10, 15 ou 30 comprimido/ cápsula/ drágea (obs: solicitação por parte dos municípios, por di"
municipal,polpa_fruta,2022,São Mateus,11.98,kg,descricao,"POLPA DE FRUTA SABOR ACEROLA Polpa de fruta sabor acerola - Embalagem com 1kg. Selecionada isenta de contaminação, deve "
municipal,tesoura,2022,Guarapari,5.6,unidade,unitario,Tesoura Escolar S/Ponta 12cm
municipal,canjica,2022,Marataízes,2.98,kg,heuristica,"CANJICA BRANCA CANJICA BRANCA. PRODUTO DE PRIMEIRA QUALIDADE, TIPO 1, PRODUZIDO DE MILHO SECO PROCESSADO EM GRÃOS CRUS, "
municipal,desinfetante,2022,Vitória,2.43,litro,heuristica,"DESINFETANTE HOSPITALAR, Aplicação: Desinfecção de pisos, superfícies fixas e instalações sanitárias, Composição: Soluçã"
municipal,cabo_eletrico,2022,Serra,14.89,metro,unitario,"Fio ou cabo de cobre termoplástico, com isolamento para 750V, seção de 6.0 mm2"
municipal,ventilador,2022,Santa Maria de Jetibá,180.0,unidade,unitario,VENTILADOR DE COLUNA MEDINDO NO MINIMO 50CM; 127V; POTENCIA MINIMA DE 130W; COM NO MINIMO 03 VELOCIDADES; MINIMO DE 05 P
municipal,detergente,2022,Viana,4.4,litro,heuristica,DETERGENTE LÍQUIDO CONCENTRADO DETERGENTE LÍQUIDO CONCENTRADO (LAVA LOUÇAS): DETERGENTE; ASPECTO: LÍQUIDO CONCENTRADO; F
municipal,torneira,2022,Vitória,100.0,unidade,unitario,"Torneira de bóia de PVC, diâm. 1 (25mm)"
municipal,banana,2022,São Mateus,4.9,kg,unidade_declarada,"BANANA PRATA Banana prata O produto deverá apresentar odor agradável, consistência firme, não deverá apresentar perfuraç"
municipal,tinta_latex,2022,Vitória,18.13,litro,heuristica,"Pintura com tinta acrílica fosca, cor rosa amarela, Suvinil, Coral ou Metalatex, inclusive selador acrílico, em paredes "
municipal,tinta_latex,2022,Vitória,21.21,litro,heuristica,"Pintura com tinta acrílica, cor Vanilla, marcas de referência Suvinil, Coral ou Metalatex, inclusive selador acrílico, e"
municipal,disjuntor,2022,Serra,72.78,unidade,unitario,"Mini-Disjuntor bipolar 20 A, curva C - 5KA 220/127VCA (NBR IEC 60947-2), Ref. Siemens, GE, Schneider ou equivalente"
municipal,tinta_latex,2022,São Mateus,22.29,litro,heuristica,"PINTURA COM TINTA ACRÍLICA Pintura com tinta acrílica, marcas de referência Suvinil, Coral ou Metalatex, inclusive selad"
municipal,ar_condicionado,2022,Linhares,10000.0,unidade,unitario,"PECAS PARA MANUTENCAO/INSTALACAO AR CONDICIONADO  JANELA SEME Pecas para reposição, fornecimento/troca/instalação a sere"
municipal,papel_higienico,2022,Aracruz,3.48,rolo,unitario,"PAPEL HIGIENICO BRANCO, PICOTADO FOLHAS SIMPLES, 60M X 10CM, SEM PIGMENTAÇÃO DE PAPEL RECICLADO, MACIO, PCTO C/4 ROLOS"
